scalings,0,500,1000,1500
HanoiTower/0007-hanoi_tower-60-0.asp,373.066,571.013,433.39,344.594
HanoiTower/0008-hanoi_tower-60-0.asp,260.183,874.512,900,672.684
HanoiTower/0013-hanoi_tower-32-0.asp,15.896,52.778,25.124,19.842
HanoiTower/0021-hanoi_tower-40-0.asp,60.475,34.483,47.319,43.18
HanoiTower/0022-hanoi_tower-60-0.asp,1.909,4.42,5.077,2.553
HanoiTower/0023-hanoi_tower-60-0.asp,1.373,9.91,1.618,2.882
HanoiTower/0025-hanoi_tower-60-0.asp,6.483,6.858,3.473,7.276
HanoiTower/0032-hanoi_tower-60-0.asp,3.35,3.978,5.764,5.501
HanoiTower/0036-hanoi_tower-80-0.asp,3.144,2.232,3.415,3.796
HanoiTower/0039-hanoi_tower-80-0.asp,15.035,8.087,4.192,6.416
HanoiTower/0040-hanoi_tower-80-0.asp,11.38,8.263,7.028,14.495
HanoiTower/0046-hanoi_tower-100-0.asp,8.911,13.735,11.317,15.142
HanoiTower/0047-hanoi_tower-120-0.asp,1.87,2.958,4.212,2.638
HanoiTower/0048-hanoi_tower-120-0.asp,4.833,8.577,8.797,12.891
HanoiTower/0050-hanoi_tower-120-0.asp,23.56,15.997,7.954,13.223
HanoiTower/0056-hanoi_tower-120-0.asp,239.075,200.508,215.122,179.242
HanoiTower/0059-hanoi_tower-120-0.asp,900,900,473.307,594.155
HanoiTower/0060-hanoi_tower-120-0.asp,900,817.554,782.173,515.865
Labyrinth/0025-labyrinth-14-0.asp,0.472,1.27,1.166,1.188
Labyrinth/0045-labyrinth-11-0.asp,1.737,4.669,4.833,4.818
Labyrinth/0060-labyrinth-13-0.asp,0.894,1.415,1.31,1.428
Labyrinth/0075-labyrinth-13-0.asp,3.853,3.862,3.82,3.909
Labyrinth/0082-labyrinth-14-0.asp,17.407,38.346,40.295,39.715
Labyrinth/0083-labyrinth-23-0.asp,900,900,900,900
Labyrinth/0094-labyrinth-17-0.asp,56.023,39.531,40.16,39.997
Labyrinth/0117-labyrinth-23-0.asp,900,900,900,900
Labyrinth/0130-labyrinth-14-0.asp,10.118,8.428,8.256,8.211
Labyrinth/0151-labyrinth-19-0.asp,106.922,91.083,91.754,86.595
Labyrinth/0157-labyrinth-13-0.asp,33.169,10.72,10.286,10.506
Labyrinth/0192-labyrinth-18-0.asp,195.344,169.034,165.823,165.893
Labyrinth/0204-labyrinth-20-0.asp,142.36,900,900,900
Labyrinth/0205-labyrinth-20-0.asp,281.423,187.045,189.177,188.112
Labyrinth/0207-labyrinth-20-0.asp,264.25,41.631,40.283,40.613
Labyrinth/0209-labyrinth-20-0.asp,178.983,400.03,402.13,401.827
Labyrinth/0210-labyrinth-20-0.asp,342.509,98.055,89.963,95.747
Labyrinth/0215-labyrinth-21-0.asp,51.363,220.228,218.678,215.916
Labyrinth/0238-labyrinth-22-0.asp,900,900,900,900
Labyrinth/0241-labyrinth-22-0.asp,498.135,285.112,285.662,291.753
Nomistery/0006-nomystery-55-0.asp,589.846,191.946,73.488,163.088
Nomistery/0007-nomystery-57-0.asp,29.07,80.984,35.299,310.85
Nomistery/0009-nomystery-63-0.asp,16.114,37.341,1.959,1.821
Nomistery/0012-nomystery-84-0.asp,900,900,900,900
Nomistery/0014-nomystery-73-0.asp,900,900,369.986,900
Nomistery/0024-nomystery-86-0.asp,900,900,900,900
Nomistery/0025-nomystery-85-0.asp,900,900,900,900
Nomistery/0027-nomystery-172-0.asp,900,900,900,900
Nomistery/0028-nomystery-167-0.asp,900,900,900,900
Nomistery/0029-nomystery-123-0.asp,900,900,900,900
Nomistery/0030-nomystery-117-0.asp,900,900,900,900
Nomistery/0031-nomystery-52-0.asp,21.964,0.86,15.577,2.313
Nomistery/0033-nomystery-32-0.asp,7.118,28.567,25.068,13.866
Nomistery/0034-nomystery-64-0.asp,32.16,109.811,54.147,68.565
Nomistery/0037-nomystery-36-0.asp,900,900,900,900
Nomistery/0038-nomystery-63-0.asp,900,864.628,900,900
Nomistery/0039-nomystery-42-0.asp,143.57,214.975,173.346,188.89
Nomistery/0041-nomystery-88-0.asp,900,900,900,900
Nomistery/0042-nomystery-56-0.asp,900,900,900,316.463
