scalings,0,500,1000,1500
Nomistery/0042-nomystery-56-0.asp,17758228,15943864,9258565,9188622
Nomistery/0045-nomystery-44-0.asp,759262,912027,287804,466254
RicochetRobots/007-ricochetrobot-17-0.asp,1509553,1915489,2032394,1968471
RicochetRobots/018-ricochetrobot-14-0.asp,211641,33021,300681,33071
RicochetRobots/025-ricochetrobot-14-0.asp,125289,95598,319103,564467
RicochetRobots/030-ricochetrobot-16-0.asp,2126518,1819859,1971701,1889974
RicochetRobots/038-ricochetrobot-13-0.asp,49702,87927,65708,44847
RicochetRobots/040-ricochetrobot-14-0.asp,388302,133870,204171,25374
RicochetRobots/046-ricochetrobot-13-0.asp,80683,68341,79642,123056
RicochetRobots/059-ricochetrobot-15-0.asp,95166,80809,184690,149679
RicochetRobots/060-ricochetrobot-14-0.asp,234134,59943,156964,195415
RicochetRobots/061-ricochetrobot-14-0.asp,126254,114794,80831,93302
RicochetRobots/062-ricochetrobot-25-0.asp,9839639,2485116,2700775,2613465
RicochetRobots/074-ricochetrobot-18-0.asp,2483328,2134251,1313729,2005754
RicochetRobots/078-ricochetrobot-17-0.asp,2266613,2097351,1087105,2018859
RicochetRobots/084-ricochetrobot-15-0.asp,979504,133364,239158,155765
RicochetRobots/097-ricochetrobot-17-0.asp,2148798,751054,2042801,359435
RicochetRobots/105-ricochetrobot-19-0.asp,8837320,857216,824643,2253017
RicochetRobots/120-ricochetrobot-22-0.asp,2690994,2003575,955761,1016083
RicochetRobots/188-ricochetrobot-18-0.asp,2486613,2090493,2139622,2144424
RicochetRobots/214-ricochetrobot-22-0.asp,1279065,2285551,1940692,1782382
RicochetRobots/230-ricochetrobot-17-0.asp,2095321,1949425,1981221,1061844
Sokoban/0065-sokoban-120-1.asp,29484015,26389021,25921590,24926546
Sokoban/0096-sokoban-36-1.asp,204128,275219,247643,247643
Sokoban/0103-sokoban-110-1.asp,187962,282702,282702,282702
Sokoban/0119-sokoban-42-1.asp,599691,496250,520166,579964
Sokoban/0128-sokoban-131-1.asp,1817138,1353228,2023670,58073
Sokoban/0140-sokoban-60-1.asp,14476826,5695733,5126052,9390508
Sokoban/0162-sokoban-31-1.asp,177925,137388,122344,110717
Sokoban/0207-sokoban-31-1.asp,355874,310310,298978,267882
Sokoban/0272-sokoban-135-1.asp,3375089,321070,493247,1195909
Sokoban/0395-sokoban-45-1.asp,4547693,4528252,4526028,4602621
Sokoban/0418-sokoban-36-1.asp,3664541,3866585,3732829,2928530
Sokoban/0428-sokoban-120-1.asp,2307354,209389,2579223,108728
Sokoban/0474-sokoban-56-1.asp,950722,97678,108373,314867
Sokoban/0516-sokoban-200-1.asp,2646253,2150320,8968479,8914243
Sokoban/0685-sokoban-105-1.asp,21973259,6755361,18034563,7266598
Sokoban/0760-sokoban-48-1.asp,4606732,3243871,1909405,2356876
Sokoban/0791-sokoban-270-1.asp,52474925,46279728,41749278,37331855
Sokoban/0809-sokoban-280-1.asp,40234321,38813936,35452313,30929890
Sokoban/0950-sokoban-87-1.asp,24064956,23095539,23724703,20028465
Sokoban/0984-sokoban-165-1.asp,32898521,35832232,31851905,30995785
Visit-all/0009-visitall-36-1.asp,334042,383727,312692,369760
Visit-all/0012-visitall-36-1.asp,436750,352514,453959,304961
Visit-all/0019-visitall-67-1.asp,3708934,3711258,3707733,3711567
Visit-all/0020-visitall-67-1.asp,3586664,3544212,3650867,3549347
Visit-all/0029-visitall-39-1.asp,390425,265907,423108,334447
Visit-all/0030-visitall-39-1.asp,411851,394460,498164,443818
Visit-all/0031-visitall-39-1.asp,810638,239965,402372,238151
Visit-all/0037-visitall-73-1.asp,4325081,3863366,3895333,3854653
Visit-all/0040-visitall-73-1.asp,3579779,3944436,3843881,3605443
Visit-all/0057-visitall-79-1.asp,4012945,3451881,3543441,3473872
Visit-all/0059-visitall-79-1.asp,3754612,3812381,3949298,3912304
Visit-all/0060-visitall-79-1.asp,3677515,4154213,3869536,3780063
Visit-all/0070-visitall-49-1.asp,333138,327780,95623,111513
Visit-all/0071-visitall-49-1.asp,356990,239286,436684,328402
Visit-all/0077-visitall-91-1.asp,4685282,4676814,4406412,4409591
Visit-all/0078-visitall-91-1.asp,5156640,4234487,6948708,3920950
Visit-all/0080-visitall-91-1.asp,4072011,3987016,4028853,3769898
Visit-all/0089-visitall-66-1.asp,348760,140243,262320,125574
Visit-all/0099-visitall-122-1.asp,4452898,4511898,18335941,4326796
Visit-all/0100-visitall-122-1.asp,4700015,4463172,4257346,4706364
learning-1-sort-lbd
HanoiTower/0004-hanoi_tower-60-0.asp,435210,570598,371751,771709
HanoiTower/0005-hanoi_tower-60-0.asp,2712871,1402163,2772297,2254492
HanoiTower/0007-hanoi_tower-60-0.asp,3210247,2016717,2271212,2079418
HanoiTower/0008-hanoi_tower-60-0.asp,4390489,4067973,4060001,4799108
HanoiTower/0013-hanoi_tower-32-0.asp,275746,205001,285045,426847
