scalings,0,500,1000,1500
learning-1-sort-size-lbd-5
Nomistery/0037-nomystery-36-0.asp,UNKNOWN,SATISFIABLE,SATISFIABLE,SATISFIABLE
Nomistery/0038-nomystery-63-0.asp,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Nomistery/0039-nomystery-42-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
Nomistery/0041-nomystery-88-0.asp,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Nomistery/0042-nomystery-56-0.asp,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Nomistery/0045-nomystery-44-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/007-ricochetrobot-17-0.asp,SATISFIABLE,UNKNOWN,UNKNOWN,UNKNOWN
RicochetRobots/018-ricochetrobot-14-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/025-ricochetrobot-14-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/030-ricochetrobot-16-0.asp,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
RicochetRobots/038-ricochetrobot-13-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/040-ricochetrobot-14-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/046-ricochetrobot-13-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/059-ricochetrobot-15-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/060-ricochetrobot-14-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/061-ricochetrobot-14-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/062-ricochetrobot-25-0.asp,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
RicochetRobots/074-ricochetrobot-18-0.asp,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
RicochetRobots/078-ricochetrobot-17-0.asp,UNKNOWN,SATISFIABLE,UNKNOWN,SATISFIABLE
RicochetRobots/084-ricochetrobot-15-0.asp,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/097-ricochetrobot-17-0.asp,UNKNOWN,SATISFIABLE,SATISFIABLE,SATISFIABLE
RicochetRobots/105-ricochetrobot-19-0.asp,UNKNOWN,SATISFIABLE,UNKNOWN,UNKNOWN
RicochetRobots/120-ricochetrobot-22-0.asp,SATISFIABLE,UNKNOWN,UNKNOWN,UNKNOWN
RicochetRobots/188-ricochetrobot-18-0.asp,UNKNOWN,SATISFIABLE,UNKNOWN,UNKNOWN
