,empty-1/base,,,,,,empty-1/max-1000-step-1000-size-50-deg-10,,,,,,empty-1/max-1500-step-1500-size-50-deg-10,,,,,,empty-1/max-500-step-500-size-50-deg-10,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-3,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-5,,,,,,min,,,,,,median,,,,,,max,,,,,
,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded
pddl-instances/ipc-2002/domains/zenotravel-strips-automatic/instance-9.lp,14.42,13.983,287,72,282,0,14.42,13.985,290,72,283,48,14.72,14.277,290,72,290,48,14.49,14.049,290,72,285,48,14.64,14.215,273,75,287,30,14.34,13.896,290,72,288,46,14.34,13.896,273,72,282,0,14.455,14.017,290,72,286,47,14.72,14.277,290,75,290,48
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-1.lp,1.26,1.022,53,44,30,0,1.12,0.897,22,27,29,11,1.17,0.945,22,27,29,11,0.95,0.764,22,27,29,11,1.02,0.808,22,27,29,11,1.07,0.854,22,27,29,11,0.95,0.764,22,27,29,0,1.095,0.8755,22,27,29,11,1.26,1.022,53,44,30,11
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-10.lp,900,900,0,1235,2196,0,900,900,0,1242,2198,0,900,900,0,1234,2188,0,900,900,0,1238,2198,0,900,900,0,1225,2183,0,900,900,0,1238,2191,0,900,900,0,1225,2183,0,900,900,0,1236.5,2193.5,0,900,900,0,1242,2198,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-11.lp,900,900,10,1198,2669,0,900,900,10,1200,2682,0,900,900,10,1184,2660,0,900,900,10,1200,2680,0,900,900,10,1192,2668,0,900,900,10,1204,2683,0,900,900,10,1184,2660,0,900,900,10,1199,2674.5,0,900,900,10,1204,2683,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-12.lp,2.03,1.831,69,27,68,0,1.95,1.741,69,27,68,0,2.02,1.809,69,27,69,0,1.96,1.651,69,27,71,0,1.9,1.693,69,27,71,0,1.92,1.706,69,27,70,0,1.9,1.651,69,27,68,0,1.955,1.7235,69,27,69.5,0,2.03,1.831,69,27,71,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-13.lp,1.74,1.54,28,9,62,0,1.78,1.588,28,9,66,0,2.12,1.794,28,9,63,0,1.81,1.52,28,9,64,0,1.68,1.508,28,9,66,0,1.85,1.649,28,9,61,0,1.68,1.508,28,9,61,0,1.795,1.564,28,9,63.5,0,2.12,1.794,28,9,66,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-14.lp,3.44,3.098,249,99,114,0,3.32,2.985,318,114,114,20,3.23,2.9,318,114,116,20,3.47,3.049,318,114,115,20,3.18,2.868,318,114,116,13,3.17,2.856,318,114,116,18,3.17,2.856,249,99,114,0,3.275,2.9425,318,114,115.5,19,3.47,3.098,318,114,116,20
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-15.lp,3.05,2.791,161,41,99,0,2.88,2.641,161,41,97,0,2.82,2.565,161,41,99,0,2.84,2.586,161,41,99,0,3.03,2.773,161,41,98,0,2.96,2.71,161,41,101,0,2.82,2.565,161,41,97,0,2.92,2.6755,161,41,99,0,3.05,2.791,161,41,101,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-16.lp,4.53,4.074,454,136,143,0,4.22,3.848,337,138,143,42,4.38,4.012,337,138,145,42,4.28,3.922,337,138,144,42,4.24,3.886,380,161,145,25,4.34,4.007,337,138,145,40,4.22,3.848,337,136,143,0,4.31,3.9645,337,138,144.5,41,4.53,4.074,454,161,145,42
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-17.lp,5.13,4.736,362,112,167,0,4.82,4.31,363,109,167,43,4.93,4.522,363,109,167,43,4.9,4.503,363,109,170,43,4.97,4.565,369,109,168,22,5.02,4.615,363,109,168,42,4.82,4.31,362,109,167,0,4.95,4.5435,363,109,167.5,42.5,5.13,4.736,369,112,170,43
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-18.lp,9.2,8.477,5737,2703,225,0,11.36,10.47,8974,4718,234,424,11.34,10.218,7223,3978,237,607,10.96,10.239,8670,4575,228,265,9.37,8.545,5922,2924,226,194,10.46,9.587,8355,4221,230,403,9.2,8.477,5737,2703,225,0,10.71,9.9025,7789,4099.5,229,334,11.36,10.47,8974,4718,237,607
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-19.lp,4.9,4.422,1196,315,158,0,4.88,4.499,824,270,158,19,4.69,4.336,824,270,159,19,4.74,4.259,824,270,158,19,4.59,4.222,675,247,160,14,4.8,4.444,824,270,159,19,4.59,4.222,675,247,158,0,4.77,4.379,824,270,158.5,19,4.9,4.499,1196,315,160,19
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-2.lp,0.96,0.767,28,19,29,0,0.99,0.813,26,18,29,6,0.99,0.72,26,18,28,6,1,0.812,26,18,28,6,1.05,0.876,28,19,30,5,0.97,0.745,26,18,28,6,0.96,0.72,26,18,28,0,0.99,0.7895,26,18,28.5,6,1.05,0.876,28,19,30,6
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-20.lp,12.56,11.727,10263,5013,248,0,12.89,11.983,9892,5693,253,426,13.92,12.784,11541,6226,269,602,11.83,11.123,8879,5112,249,250,10.51,9.757,5585,2774,261,206,12.2,11.33,9148,5023,267,393,10.51,9.757,5585,2774,248,0,12.38,11.5285,9520,5067.5,257,321.5,13.92,12.784,11541,6226,269,602
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-21.lp,27.97,26.142,385,21,803,0,27.47,25.685,385,21,808,0,28.48,26.228,385,21,809,0,27.87,25.758,385,21,805,0,28.04,25.837,385,21,758,0,28.3,26.032,385,21,812,0,27.47,25.685,385,21,758,0,28.005,25.9345,385,21,806.5,0,28.48,26.228,385,21,812,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-22.lp,38.16,35.117,74,14,1066,0,37.34,34.599,74,14,1075,0,39,35.918,74,14,1061,0,39.62,36.648,74,14,1073,0,38.23,35.085,74,14,1076,0,40.12,37.076,74,14,1075,0,37.34,34.599,74,14,1061,0,38.615,35.5175,74,14,1074,0,40.12,37.076,74,14,1076,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-23.lp,56.28,52.732,9618,439,1540,0,56.3,52.826,9618,439,1532,0,57.16,53.869,9618,439,1531,0,57.89,54.302,9618,439,1538,0,56.65,52.937,9618,439,1531,0,56.57,53.234,9618,439,1536,0,56.28,52.732,9618,439,1531,0,56.61,53.0855,9618,439,1534,0,57.89,54.302,9618,439,1540,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-24.lp,65.15,61.493,1210,194,1667,0,65.13,61.545,1210,194,1678,0,64.35,60.462,1210,194,1675,0,64.12,60.363,1210,194,1683,0,64.55,60.904,1210,194,1685,0,65.27,61.46,1210,194,1677,0,64.12,60.363,1210,194,1667,0,64.84,61.182,1210,194,1677.5,0,65.27,61.545,1210,194,1685,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-25.lp,79.54,75.21,1112,260,1944,0,74.83,70.484,1112,260,1946,0,74,69.691,1112,260,1941,0,79.45,75.268,1112,260,1944,0,73.6,69.589,1112,260,1942,0,75.25,70.879,1112,260,1944,0,73.6,69.589,1112,260,1941,0,75.04,70.6815,1112,260,1944,0,79.54,75.268,1112,260,1946,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-26.lp,162.52,156.467,118740,36826,2484,0,166.38,160.59,118740,36826,2481,0,163.4,157.559,118740,36826,2487,0,162.76,157.113,118740,36826,2483,0,167.04,161.018,118740,36826,2481,0,163.62,157.898,118740,36826,2481,0,162.52,156.467,118740,36826,2481,0,163.51,157.7285,118740,36826,2482,0,167.04,161.018,118740,36826,2487,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-27.lp,109.14,103.012,5582,1822,2664,0,107.82,102.179,5582,1822,2660,0,107.74,102.271,5582,1822,2667,0,109.37,103.348,5582,1822,2664,0,110.02,104.117,5582,1822,2662,0,109.38,103.381,5582,1822,2661,0,107.74,102.179,5582,1822,2660,0,109.255,103.18,5582,1822,2663,0,110.02,104.117,5582,1822,2667,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-28.lp,118.16,111.635,1507,324,2924,0,116,109.13,1507,324,2926,0,116.35,109.703,1507,324,2923,0,114.53,108.682,1507,324,2921,0,114.97,108.992,1507,324,2923,0,115.49,108.987,1507,324,2925,0,114.53,108.682,1507,324,2921,0,115.745,109.061,1507,324,2923.5,0,118.16,111.635,1507,324,2926,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-29.lp,168.12,157.349,145711,11827,3569,0,170.87,160.341,145711,11827,3571,0,170.5,159.8,145711,11827,3572,0,171.33,160.282,145711,11827,3564,0,173.98,162.707,145711,11827,3568,0,174.18,162.575,145711,11827,3568,0,168.12,157.349,145711,11827,3564,0,171.1,160.3115,145711,11827,3568.5,0,174.18,162.707,145711,11827,3572,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-3.lp,0.75,0.636,27,9,29,0,0.68,0.567,27,9,28,0,0.64,0.514,27,9,30,0,0.74,0.602,27,9,29,0,0.84,0.696,27,9,29,0,0.75,0.621,27,9,30,0,0.64,0.514,27,9,28,0,0.745,0.6115,27,9,29,0,0.84,0.696,27,9,30,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-30.lp,160.53,149.878,13958,1311,3560,0,154.86,144.329,13958,1311,3558,0,150.74,140.698,13958,1311,3556,0,155.06,144.242,13958,1311,3558,0,156.02,145.542,13958,1311,3562,0,150.16,140.168,13958,1311,3562,0,150.16,140.168,13958,1311,3556,0,154.96,144.2855,13958,1311,3559,0,160.53,149.878,13958,1311,3562,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-31.lp,197.82,186.078,22837,8653,3856,0,192.91,181.773,22837,8653,3857,0,192.93,182.263,22837,8653,3859,0,192.3,181.025,22837,8653,3863,0,193.56,182.057,22837,8653,3859,0,193.11,182.132,22837,8653,3863,0,192.3,181.025,22837,8653,3856,0,193.02,182.0945,22837,8653,3859,0,197.82,186.078,22837,8653,3863,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-32.lp,344.02,330.696,791231,74884,4568,0,341.93,328.441,791231,74884,4567,0,345.43,331.644,791231,74884,4566,0,346.17,332.717,791231,74884,4572,0,346.44,333.116,791231,74884,4572,0,345.15,331.355,791231,74884,4569,0,341.93,328.441,791231,74884,4566,0,345.29,331.4995,791231,74884,4568.5,0,346.44,333.116,791231,74884,4572,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-33.lp,198.61,186.317,12482,3984,4308,0,199.82,187.294,12482,3984,4306,0,204.7,192,12482,3984,4305,0,198.14,185.551,12482,3984,4309,0,201.34,188.319,12482,3984,4309,0,198.68,185.859,12482,3984,4307,0,198.14,185.551,12482,3984,4305,0,199.25,186.8055,12482,3984,4307.5,0,204.7,192,12482,3984,4309,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-34.lp,373.68,357.925,793277,64683,5335,0,376.8,360.391,793277,64683,5338,0,373.33,357.501,793277,64683,5335,0,385.24,368.877,793277,64683,5338,0,371.33,355.716,793277,64683,5338,0,376.43,360.551,793277,64683,5338,0,371.33,355.716,793277,64683,5335,0,375.055,359.158,793277,64683,5338,0,385.24,368.877,793277,64683,5338,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-35.lp,900,900,4079894,315827,5787,0,900,900,3995922,309819,5791,0,900,900,4075657,315297,5782,0,900,900,4047770,313241,5792,0,900,900,3973516,308496,5789,0,900,900,4063144,314364,5783,0,900,900,3973516,308496,5782,0,900,900,4055457,313802.5,5788,0,900,900,4079894,315827,5792,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-36.lp,46.34,43.254,19,6,1240,0,46.32,43.311,19,6,1209,0,45.82,42.845,19,6,1246,0,46.5,43.474,19,6,1243,0,45.76,42.65,19,6,1243,0,46.35,43.335,19,6,1227,0,45.76,42.65,19,6,1209,0,46.33,43.2825,19,6,1241.5,0,46.5,43.474,19,6,1246,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-37.lp,93.57,87.856,1551,436,2250,0,90.74,85.092,1551,436,2249,0,89.99,84.81,1551,436,2250,0,91.8,86.156,1551,436,2249,0,90.93,85.414,1551,436,2252,0,89.49,84.335,1551,436,2250,0,89.49,84.335,1551,436,2249,0,90.835,85.253,1551,436,2250,0,93.57,87.856,1551,436,2252,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-38.lp,78.02,72.214,600,98,1980,0,80.25,73.902,600,98,1988,0,78.78,73.038,600,98,1984,0,81.46,75.45,600,98,1987,0,80.15,74.42,600,98,1982,0,76.79,71.348,600,98,1981,0,76.79,71.348,600,98,1980,0,79.465,73.47,600,98,1983,0,81.46,75.45,600,98,1988,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-39.lp,136.99,128.844,22542,1833,3166,0,137.72,128.982,22542,1833,3165,0,138.16,129.466,22542,1833,3172,0,137.57,128.84,22542,1833,3166,0,139.45,130.651,22542,1833,3168,0,138.56,129.671,22542,1833,3174,0,136.99,128.84,22542,1833,3165,0,137.94,129.224,22542,1833,3167,0,139.45,130.651,22542,1833,3174,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-4.lp,1.22,1.054,0,0,36,0,1.13,0.87,0,0,36,0,1.01,0.844,0,0,35,0,1.12,0.965,0,0,36,0,1.02,0.852,0,0,36,0,1.08,0.915,0,0,36,0,1.01,0.844,0,0,35,0,1.1,0.8925,0,0,36,0,1.22,1.054,0,0,36,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-40.lp,118.52,112.231,7542,2874,2725,0,117.95,111.205,7542,2874,2724,0,117.44,111.001,7542,2874,2729,0,115.19,109.187,7542,2874,2733,0,117.2,110.939,7542,2874,2725,0,122.94,116.088,7542,2874,2724,0,115.19,109.187,7542,2874,2724,0,117.695,111.103,7542,2874,2725,0,122.94,116.088,7542,2874,2733,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-41.lp,101.82,95.994,26711,10307,2349,0,101.7,96.076,26711,10307,2345,0,101.72,96.544,26711,10307,2346,0,101.95,96.124,26711,10307,2350,0,102.53,96.869,26711,10307,2347,0,100.97,95.303,26711,10307,2350,0,100.97,95.303,26711,10307,2345,0,101.77,96.1,26711,10307,2348,0,102.53,96.869,26711,10307,2350,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-42.lp,409.33,397.898,304567,94198,3654,0,401.69,391.364,304567,94198,3656,0,400.04,389.551,304567,94198,3655,0,414.32,402.97,304567,94198,3658,0,405.57,394.526,304567,94198,3653,0,410.93,398.842,304567,94198,3659,0,400.04,389.551,304567,94198,3653,0,407.45,396.212,304567,94198,3655.5,0,414.32,402.97,304567,94198,3659,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-43.lp,133.28,123.774,25448,2522,3160,0,134.64,125.737,25448,2522,3160,0,135.08,125.604,25448,2522,3157,0,131.19,122.23,25448,2522,3162,0,133.35,123.322,25448,2522,3158,0,130.72,121.497,25448,2522,3161,0,130.72,121.497,25448,2522,3157,0,133.315,123.548,25448,2522,3160,0,135.08,125.737,25448,2522,3162,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-44.lp,140.52,131.087,97750,9498,3105,0,139.65,130.493,97750,9498,3104,0,145.12,135.69,97750,9498,3106,0,140.87,131.617,97750,9498,3104,0,140.79,130.868,97750,9498,3108,0,140.23,130.349,97750,9498,3103,0,139.65,130.349,97750,9498,3103,0,140.655,130.9775,97750,9498,3104.5,0,145.12,135.69,97750,9498,3108,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-45.lp,164.26,153.953,121050,8410,3544,0,160.78,149.775,121050,8410,3546,0,161.11,150.207,121050,8410,3546,0,158.95,148.119,121050,8410,3541,0,161.17,150.627,121050,8410,3547,0,166.09,155.44,121050,8410,3547,0,158.95,148.119,121050,8410,3541,0,161.14,150.417,121050,8410,3546,0,166.09,155.44,121050,8410,3547,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-46.lp,194.28,181.37,111629,9038,4100,0,192.97,180.006,111629,9038,4103,0,201.88,188.876,111629,9038,4097,0,194.64,181.886,111629,9038,4104,0,194.45,180.677,111629,9038,4103,0,193.04,179.264,111629,9038,4096,0,192.97,179.264,111629,9038,4096,0,194.365,181.0235,111629,9038,4101.5,0,201.88,188.876,111629,9038,4104,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-47.lp,298.52,282.069,450644,32255,5229,0,299.73,283.247,450644,32255,5225,0,296.96,280.662,450644,32255,5226,0,294.91,279.63,450644,32255,5226,0,297.87,282.119,450644,32255,5225,0,293.4,277.497,450644,32255,5226,0,293.4,277.497,450644,32255,5225,0,297.415,281.3655,450644,32255,5226,0,299.73,283.247,450644,32255,5229,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-48.lp,900,900,2396157,194806,6687,0,900,900,2415958,195823,6688,0,900,900,2418393,196101,6687,0,900,900,2378946,193127,6686,0,900,900,2359556,190991,6685,0,900,900,2401234,195142,6689,0,900,900,2359556,190991,6685,0,900,900,2398695.5,194974,6687,0,900,900,2418393,196101,6689,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-49.lp,518.39,497.38,1185538,76760,6866,0,526.7,505.347,1185538,76760,6864,0,522.09,501.124,1185538,76760,6864,0,523.78,502.645,1185538,76760,6860,0,521.08,499.963,1185538,76760,6862,0,534.28,512.865,1185538,76760,6864,0,518.39,497.38,1185538,76760,6860,0,522.935,501.8845,1185538,76760,6864,0,534.28,512.865,1185538,76760,6866,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-5.lp,900,900,3,1253,2475,0,900,900,3,1253,2468,0,900,900,3,1257,2482,0,900,900,3,1301,2556,0,900,900,3,1267,2494,0,900,900,3,1259,2482,0,900,900,3,1253,2468,0,900,900,3,1258,2482,0,900,900,3,1301,2556,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-50.lp,900,900,0,0,8090,0,900,900,0,0,8036,0,900,900,0,0,8095,0,900,900,0,0,8094,0,900,900,0,0,8092,0,900,900,0,0,8031,0,900,900,0,0,8031,0,900,900,0,0,8091,0,900,900,0,0,8095,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-6.lp,1.82,1.641,60,12,59,0,1.92,1.61,60,12,60,0,1.72,1.504,60,12,59,0,1.79,1.584,60,12,63,0,1.67,1.479,60,12,63,0,1.73,1.533,60,12,59,0,1.67,1.479,60,12,59,0,1.76,1.5585,60,12,59.5,0,1.92,1.641,60,12,63,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-7.lp,1.85,1.641,60,12,59,0,1.88,1.578,60,12,63,0,1.66,1.468,60,12,63,0,1.7,1.504,60,12,62,0,1.67,1.48,60,12,63,0,1.95,1.753,60,12,60,0,1.66,1.468,60,12,59,0,1.775,1.541,60,12,62.5,0,1.95,1.753,60,12,63,0
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-8.lp,2.95,2.666,202,85,102,0,2.8,2.521,190,76,99,24,2.82,2.517,190,76,99,24,2.68,2.401,190,76,99,24,2.95,2.653,190,76,103,14,2.9,2.606,190,76,99,23,2.68,2.401,190,76,99,0,2.86,2.5635,190,76,99,23.5,2.95,2.666,202,85,103,24
pddl-instances/ipc-2004/domains/airport-nontemporal-strips/instance-9.lp,3.39,3.067,367,133,116,0,3.42,3.109,480,200,117,14,3.54,3.096,480,200,116,14,3.4,3.069,480,200,117,14,3.35,3.033,1213,523,116,11,3.38,2.954,480,200,116,14,3.35,2.954,367,133,116,0,3.395,3.068,480,200,116,14,3.54,3.109,1213,523,117,14
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-1.lp,1.04,0.915,151,42,31,0,0.74,0.621,151,42,30,0,0.79,0.664,151,42,28,0,0.92,0.694,151,42,27,0,0.78,0.661,151,42,28,0,0.77,0.647,151,42,29,0,0.74,0.621,151,42,27,0,0.785,0.6625,151,42,28.5,0,1.04,0.915,151,42,31,0
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-10.lp,85.78,85.59,535029,392878,112,0,433.32,433.128,2572387,1881985,141,2,444.55,444.364,2572387,1881985,140,2,433.18,432.936,2572387,1881985,140,2,173.92,173.714,1062272,777759,117,1,438.09,437.906,2572387,1881985,140,2,85.78,85.59,535029,392878,112,0,433.25,433.032,2572387,1881985,140,2,444.55,444.364,2572387,1881985,141,2
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-11.lp,15.5,14.922,21602,11875,257,0,24.03,23.214,57565,33904,260,241,15.17,14.365,17852,9998,264,351,14.35,13.76,16079,9105,259,161,15.7,15.057,21766,12175,258,154,15.61,14.927,17720,9820,260,226,14.35,13.76,16079,9105,257,0,15.555,14.9245,19727,10936.5,259.5,193.5,24.03,23.214,57565,33904,264,351
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-12.lp,13.68,13.065,15874,8204,249,0,32.26,31.652,90796,57301,258,187,32.19,31.571,90796,57301,257,187,14.13,13.576,18221,9717,248,142,46.93,46.359,157125,100949,256,110,18.6,18,37475,21894,251,169,13.68,13.065,15874,8204,248,0,25.395,24.7855,64135.5,39597.5,253.5,155.5,46.93,46.359,157125,100949,258,187
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-13.lp,19.39,18.698,15550,7654,356,0,30.28,29.489,48636,28422,366,214,29.38,28.659,48636,28422,362,214,19.07,18.366,13498,7032,360,154,22.32,21.443,22772,12761,357,120,19,18.215,13049,6296,361,205,19,18.215,13049,6296,356,0,20.855,20.0705,19161,10207.5,360.5,179.5,30.28,29.489,48636,28422,366,214
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-14.lp,184.55,183.696,492852,303032,448,0,38.75,37.789,320278,42237,442,328,103.49,102.358,264936,159705,439,450,82.95,82.102,214159,123848,435,181,188.89,187.975,478384,292789,460,162,30.9,29.964,274862,26995,429,242,30.9,29.964,214159,26995,429,0,93.22,92.23,297570,141776.5,440.5,211.5,188.89,187.975,492852,303032,460,450
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-15.lp,97.26,96.427,273266,146376,422,0,252.84,251.886,3377297,403381,506,386,79.77,78.467,199777,115544,425,533,58.94,58.066,132523,76008,415,226,232.93,232.052,3232543,370451,491,159,69.62,68.529,161380,91977,431,335,58.94,58.066,132523,76008,415,0,88.515,87.447,236521.5,130960,428,280.5,252.84,251.886,3377297,403381,506,533
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-16.lp,900,900,6702853,1252117,618,0,900,900,2117981,1369798,561,0,900,900,2138688,1352550,508,0,900,900,2048444,1305270,524,0,900,900,2157945,1371442,490,0,900,900,5132882,1233975,633,0,900,900,2048444,1233975,490,0,900,900,2148316.5,1328910,542.5,0,900,900,6702853,1371442,633,0
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-17.lp,67.45,65.944,75312,41582,839,0,45.15,43.123,31741,2809,842,240,44.56,42.729,31741,2809,841,240,71.53,70.193,554184,45047,884,157,47.25,45.637,41517,6429,840,130,57.14,55.446,44040,23892,844,220,44.56,42.729,31741,2809,839,0,52.195,50.5415,42778.5,15160.5,841.5,188.5,71.53,70.193,554184,45047,884,240
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-18.lp,83.27,81.631,625968,63214,917,0,283.29,281.784,3590759,344063,956,212,277.71,276.179,3437147,325634,978,289,150.12,148.685,1902619,167696,924,137,81.22,79.645,691132,59208,912,93,304.56,302.976,595278,340863,912,260,81.22,79.645,595278,59208,912,0,213.915,212.432,1296875.5,246665,920.5,174.5,304.56,302.976,3590759,344063,978,289
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-19.lp,103.92,101.826,95119,51318,1295,0,158.88,156.612,224009,127847,1315,357,137.76,135.193,169546,97557,1316,415,121.47,119.291,679759,83678,1312,196,124.04,121.703,680831,79829,1323,176,111.57,109.193,128400,65568,1311,270,103.92,101.826,95119,51318,1295,0,122.755,120.497,196777.5,81753.5,1313.5,233,158.88,156.612,680831,127847,1323,415
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-2.lp,1.25,1.062,2349,1355,34,0,1.25,0.918,5560,3414,35,50,1.28,1.075,5560,3414,35,50,1.12,0.921,5560,3414,35,50,1.03,0.848,2380,1378,34,16,1.12,0.88,3190,1859,34,36,1.03,0.848,2349,1355,34,0,1.185,0.9195,4375,2636.5,34.5,43,1.28,1.075,5560,3414,35,50
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-20.lp,241.74,239.746,1650893,228620,1364,0,515.47,513.568,4002316,516355,1402,146,272.37,270.5,2328268,277691,1381,184,478.94,476.932,3869775,535370,1430,136,253.57,251.522,2196283,259295,1366,82,391.07,388.957,3287246,394995,1410,159,241.74,239.746,1650893,228620,1364,0,331.72,329.7285,2807757,336343,1391.5,141,515.47,513.568,4002316,535370,1430,184
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-21.lp,20.42,19.735,12716,6310,397,0,20.25,19.485,9497,4794,403,167,20.36,19.582,9497,4794,397,167,21.63,20.871,15405,8002,398,138,20.21,19.456,10372,4996,396,111,23.82,23.031,22740,12344,400,164,20.21,19.456,9497,4794,396,0,20.39,19.6585,11544,5653,397.5,151,23.82,23.031,22740,12344,403,167
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-22.lp,286.16,285.279,692793,436160,486,0,824.78,823.846,1660464,1092678,578,288,229.03,228.001,536099,335711,479,400,242.59,241.804,590732,361939,464,150,415.42,414.579,940213,593770,484,114,609.74,608.825,1341776,864803,527,246,229.03,228.001,536099,335711,464,0,350.79,349.929,816503,514965,485,198,824.78,823.846,1660464,1092678,578,400
pddl-instances/ipc-2004/domains/pipesworld-no-tankage-nontemporal-strips/instance-23.lp,37.24,36.219,9713,4229,721,0,43.76,42.628,26038,12276,724,67,41.75,40.604,26038,12276,724,67,42,40.859,26038,12276,720,67,38.96,37.962,19243,8723,721,57,41.74,40.488,26038,12276,722,67,37.24,36.219,9713,4229,720,0,41.745,40.546,26038,12276,721.5,67,43.76,42.628,26038,12276,724,67
