scalings,0,500,1000,1500
blocks-strips-typed/instance-27.lp,325,1,1,1
blocks-strips-typed/instance-28.lp,537,1,1,1
blocks-strips-typed/instance-29.lp,1159,308,308,308
blocks-strips-typed/instance-30.lp,834,634,634,634
blocks-strips-typed/instance-31.lp,265,15,15,15
blocks-strips-typed/instance-32.lp,115,1,1,1
blocks-strips-typed/instance-33.lp,120,4,4,4
blocks-strips-typed/instance-34.lp,151,1,1,1
blocks-strips-typed/instance-35.lp,495,52,52,52
blocks-strips-typed/instance-36.lp,82,1,1,1
blocks-strips-typed/instance-37.lp,69,1,1,1
blocks-strips-typed/instance-38.lp,39,8,8,8
blocks-strips-typed/instance-39.lp,56,1,1,1
blocks-strips-typed/instance-40.lp,83,11,11,11
blocks-strips-typed/instance-41.lp,169,1,1,1
blocks-strips-typed/instance-42.lp,5,2,2,2
depots-strips-automatic/instance-10.lp,250,248,248,248
depots-strips-automatic/instance-11.lp,87587,47061,78655,21660
depots-strips-automatic/instance-12.lp,632315,612510,612448,609509
depots-strips-automatic/instance-13.lp,1211,1277,885,885
depots-strips-automatic/instance-14.lp,10297,82,1998,2127
depots-strips-automatic/instance-15.lp,384148,354309,382785,178544
depots-strips-automatic/instance-16.lp,692,405,405,405
depots-strips-automatic/instance-17.lp,397,2810,707,707
depots-strips-automatic/instance-18.lp,49628,44019,75055,11524
depots-strips-automatic/instance-19.lp,4307,2693,2213,2213
depots-strips-automatic/instance-20.lp,398521,389218,318929,387895
depots-strips-automatic/instance-3.lp,2350,407,407,407
depots-strips-automatic/instance-4.lp,436,108,108,108
depots-strips-automatic/instance-5.lp,31434,36195,20216,2554
depots-strips-automatic/instance-6.lp,68373,86374,60237,36813
depots-strips-automatic/instance-7.lp,55,2184,2184,2184
depots-strips-automatic/instance-8.lp,1185,605,605,605
depots-strips-automatic/instance-9.lp,210256,174413,64929,131060
driverlog-strips-automatic/instance-11.lp,55,227,227,227
driverlog-strips-automatic/instance-12.lp,665,63,63,63
driverlog-strips-automatic/instance-13.lp,276,257,257,257
driverlog-strips-automatic/instance-14.lp,329,74,74,74
driverlog-strips-automatic/instance-15.lp,197,356,356,356
